Producing root output for Run00820...
Error in <TGClient::TGClient>: can't open display "localhost:11.0", switching to batch mode...
 In case you run from a remote ssh session, reconnect with ssh -Y
Event start:
  event id:       0x8000
Processed 431500 events.  Analysis rate = 25022.520268 events/seconds. 
Processed 432000 events.  Analysis rate = 47205.438066 events/seconds. 
Processed 432500 events.  Analysis rate = 56223.996402 events/seconds. 
Processed 433000 events.  Analysis rate = 23256.895670 events/seconds. 
Processed 433500 events.  Analysis rate = 104427.736007 events/seconds. 
Processed 434000 events.  Analysis rate = 32423.318851 events/seconds. 
Processed 434500 events.  Analysis rate = 29169.826731 events/seconds. 
Processed 435000 events.  Analysis rate = 99423.344601 events/seconds. 
Processed 435500 events.  Analysis rate = 26286.735713 events/seconds. 
Processed 436000 events.  Analysis rate = 41704.896155 events/seconds. 
Processed 436500 events.  Analysis rate = 55691.690800 events/seconds. 
Processed 437000 events.  Analysis rate = 26884.611249 events/seconds. 
Processed 437500 events.  Analysis rate = 66445.182724 events/seconds. 
Processed 438000 events.  Analysis rate = 33624.747814 events/seconds. 
Processed 438500 events.  Analysis rate = 28925.141733 events/seconds. 
Processed 439000 events.  Analysis rate = 168577.208361 events/seconds. 
Processed 439500 events.  Analysis rate = 25330.563858 events/seconds. 
Processed 440000 events.  Analysis rate = 40183.235554 events/seconds. 
Processed 440500 events.  Analysis rate = 61950.192046 events/seconds. 
Processed 441000 events.  Analysis rate = 24334.452718 events/seconds. 
Processed 441500 events.  Analysis rate = 72369.373281 events/seconds. 
Processed 442000 events.  Analysis rate = 38305.370413 events/seconds. 
Processed 442500 events.  Analysis rate = 26223.317774 events/seconds. 
Processed 443000 events.  Analysis rate = 127453.479480 events/seconds. 
Processed 443500 events.  Analysis rate = 27673.234448 events/seconds. 
Processed 444000 events.  Analysis rate = 35293.287217 events/seconds. 
Processed 444500 events.  Analysis rate = 68380.743982 events/seconds. 
Processed 445000 events.  Analysis rate = 26881.720430 events/seconds. 
Processed 445500 events.  Analysis rate = 53902.544200 events/seconds. 
Processed 446000 events.  Analysis rate = 38034.383082 events/seconds. 
Processed 446500 events.  Analysis rate = 26852.846402 events/seconds. 
Processed 447000 events.  Analysis rate = 145645.208273 events/seconds. 
Processed 447500 events.  Analysis rate = 28459.217941 events/seconds. 
Processed 448000 events.  Analysis rate = 34011.291749 events/seconds. 
Processed 448500 events.  Analysis rate = 74194.984419 events/seconds. 
Processed 449000 events.  Analysis rate = 24789.291026 events/seconds. 
Processed 449500 events.  Analysis rate = 52094.186289 events/seconds. 
Processed 450000 events.  Analysis rate = 48063.058733 events/seconds. 
Processed 450500 events.  Analysis rate = 23783.475241 events/seconds. 
Processed 451000 events.  Analysis rate = 133226.751932 events/seconds. 
Processed 451500 events.  Analysis rate = 30738.964712 events/seconds. 
Processed 452000 events.  Analysis rate = 31291.069529 events/seconds. 
Processed 452500 events.  Analysis rate = 100563.153660 events/seconds. 
Processed 453000 events.  Analysis rate = 24956.326429 events/seconds. 
Processed 453500 events.  Analysis rate = 50005.000500 events/seconds. 
Processed 454000 events.  Analysis rate = 45833.715281 events/seconds. 
Processed 454500 events.  Analysis rate = 26235.701543 events/seconds. 
Processed 455000 events.  Analysis rate = 80984.774862 events/seconds. 
Processed 455500 events.  Analysis rate = 31220.730565 events/seconds. 
Processed 456000 events.  Analysis rate = 30160.453613 events/seconds. 
Processed 456500 events.  Analysis rate = 135501.355014 events/seconds. 
Processed 457000 events.  Analysis rate = 24996.250562 events/seconds. 
Processed 457500 events.  Analysis rate = 43925.151542 events/seconds. 
Processed 458000 events.  Analysis rate = 51985.859846 events/seconds. 
Processed 458500 events.  Analysis rate = 25000.000000 events/seconds. 
Processed 459000 events.  Analysis rate = 89397.461112 events/seconds. 
Processed 459500 events.  Analysis rate = 34727.045423 events/seconds. 
Processed 460000 events.  Analysis rate = 28154.738442 events/seconds. 
Processed 460500 events.  Analysis rate = 119189.511323 events/seconds. 
Processed 461000 events.  Analysis rate = 26216.442953 events/seconds. 
Processed 461500 events.  Analysis rate = 38847.020434 events/seconds. 
Processed 462000 events.  Analysis rate = 61927.173644 events/seconds. 
Processed 462500 events.  Analysis rate = 26151.995397 events/seconds. 
Processed 463000 events.  Analysis rate = 60488.749093 events/seconds. 
Processed 463500 events.  Analysis rate = 35491.198183 events/seconds. 
Processed 464000 events.  Analysis rate = 27680.894647 events/seconds. 
Processed 464500 events.  Analysis rate = 174886.323889 events/seconds. 
Processed 465000 events.  Analysis rate = 26132.859457 events/seconds. 
Processed 465500 events.  Analysis rate = 38165.025571 events/seconds. 
Processed 466000 events.  Analysis rate = 66997.186118 events/seconds. 
Processed 466500 events.  Analysis rate = 24361.722861 events/seconds. 
Processed 467000 events.  Analysis rate = 69127.609567 events/seconds. 
Processed 467500 events.  Analysis rate = 40617.384240 events/seconds. 
Processed 468000 events.  Analysis rate = 23910.860313 events/seconds. 
Processed 468500 events.  Analysis rate = 168520.390967 events/seconds. 
Processed 469000 events.  Analysis rate = 29132.436054 events/seconds. 
Processed 469500 events.  Analysis rate = 33171.896769 events/seconds. 
Processed 470000 events.  Analysis rate = 73670.251952 events/seconds. 
Processed 470500 events.  Analysis rate = 26700.843747 events/seconds. 
Processed 471000 events.  Analysis rate = 49637.645190 events/seconds. 
Processed 471500 events.  Analysis rate = 40531.776913 events/seconds. 
Processed 472000 events.  Analysis rate = 26938.203761 events/seconds. 
Processed 472500 events.  Analysis rate = 118315.191671 events/seconds. 
Processed 473000 events.  Analysis rate = 29904.306220 events/seconds. 
Processed 473500 events.  Analysis rate = 32539.372641 events/seconds. 
Processed 474000 events.  Analysis rate = 89349.535382 events/seconds. 
Processed 474500 events.  Analysis rate = 25026.277591 events/seconds. 
Processed 475000 events.  Analysis rate = 47860.629846 events/seconds. 
Processed 475500 events.  Analysis rate = 52388.935457 events/seconds. 
Processed 476000 events.  Analysis rate = 23810.657650 events/seconds. 
Processed 476500 events.  Analysis rate = 107688.994185 events/seconds. 
Processed 477000 events.  Analysis rate = 32088.307021 events/seconds. 
Processed 477500 events.  Analysis rate = 29366.850699 events/seconds. 
Processed 478000 events.  Analysis rate = 172830.971310 events/seconds. 
Processed 478500 events.  Analysis rate = 23340.491084 events/seconds. 
Processed 479000 events.  Analysis rate = 46232.085067 events/seconds. 
Processed 479500 events.  Analysis rate = 57306.590258 events/seconds. 
Processed 480000 events.  Analysis rate = 24398.575123 events/seconds. 
Processed 480500 events.  Analysis rate = 71684.587814 events/seconds. 
Processed 481000 events.  Analysis rate = 36740.392387 events/seconds. 
Processed 481500 events.  Analysis rate = 26790.976799 events/seconds. 
Processed 482000 events.  Analysis rate = 168690.958165 events/seconds. 
Processed 482500 events.  Analysis rate = 27072.391575 events/seconds. 
Processed 483000 events.  Analysis rate = 36124.557474 events/seconds. 
Processed 483500 events.  Analysis rate = 57590.416955 events/seconds. 
Processed 484000 events.  Analysis rate = 26875.940658 events/seconds. 
Processed 484500 events.  Analysis rate = 63597.049097 events/seconds. 
Processed 485000 events.  Analysis rate = 36608.581051 events/seconds. 
Processed 485500 events.  Analysis rate = 27006.589608 events/seconds. 
Processed 486000 events.  Analysis rate = 128832.775058 events/seconds. 
Processed 486500 events.  Analysis rate = 27386.755765 events/seconds. 
Processed 487000 events.  Analysis rate = 35744.924221 events/seconds. 
Processed 487500 events.  Analysis rate = 83042.683940 events/seconds. 
Processed 488000 events.  Analysis rate = 24937.655860 events/seconds. 
Processed 488500 events.  Analysis rate = 54770.511557 events/seconds. 
Processed 489000 events.  Analysis rate = 42016.806723 events/seconds. 
Processed 489500 events.  Analysis rate = 24962.556166 events/seconds. 
Processed 490000 events.  Analysis rate = 152114.390021 events/seconds. 
Processed 490500 events.  Analysis rate = 29900.729578 events/seconds. 
Processed 491000 events.  Analysis rate = 32245.582355 events/seconds. 
Processed 491500 events.  Analysis rate = 76604.872070 events/seconds. 
Processed 492000 events.  Analysis rate = 26199.958080 events/seconds. 
Processed 492500 events.  Analysis rate = 47067.683329 events/seconds. 
Processed 493000 events.  Analysis rate = 46820.863377 events/seconds. 
Processed 493500 events.  Analysis rate = 26536.461098 events/seconds. 
Processed 494000 events.  Analysis rate = 82644.628099 events/seconds. 
Processed 494500 events.  Analysis rate = 30319.568249 events/seconds. 
Processed 495000 events.  Analysis rate = 31651.579414 events/seconds. 
Processed 495500 events.  Analysis rate = 133868.808568 events/seconds. 
Processed 496000 events.  Analysis rate = 24366.471735 events/seconds. 
Processed 496500 events.  Analysis rate = 46159.527326 events/seconds. 
Processed 497000 events.  Analysis rate = 51334.702259 events/seconds. 
Processed 497500 events.  Analysis rate = 24397.384600 events/seconds. 
Processed 498000 events.  Analysis rate = 101688.021151 events/seconds. 
Processed 498500 events.  Analysis rate = 34134.352813 events/seconds. 
Processed 499000 events.  Analysis rate = 26868.719437 events/seconds. 
Processed 499500 events.  Analysis rate = 128998.968008 events/seconds. 
Processed 500000 events.  Analysis rate = 26571.717064 events/seconds. 
Processed 500500 events.  Analysis rate = 38868.159204 events/seconds. 
Processed 501000 events.  Analysis rate = 59045.819556 events/seconds. 
Processed 501500 events.  Analysis rate = 24870.672503 events/seconds. 
Processed 502000 events.  Analysis rate = 75244.544771 events/seconds. 
Processed 502500 events.  Analysis rate = 34911.325234 events/seconds. 
Processed 503000 events.  Analysis rate = 27931.400480 events/seconds. 
Processed 503500 events.  Analysis rate = 168406.871000 events/seconds. 
Processed 504000 events.  Analysis rate = 24736.555682 events/seconds. 
Processed 504500 events.  Analysis rate = 41514.447028 events/seconds. 
Processed 505000 events.  Analysis rate = 62648.790878 events/seconds. 
Processed 505500 events.  Analysis rate = 24881.811396 events/seconds. 
Processed 506000 events.  Analysis rate = 60554.680877 events/seconds. 
Processed 506500 events.  Analysis rate = 39038.101187 events/seconds. 
Processed 507000 events.  Analysis rate = 25773.195876 events/seconds. 
Processed 507500 events.  Analysis rate = 152160.681680 events/seconds. 
Processed 508000 events.  Analysis rate = 27975.158060 events/seconds. 
Processed 508500 events.  Analysis rate = 35058.196606 events/seconds. 
Processed 509000 events.  Analysis rate = 64574.454346 events/seconds. 
Processed 509500 events.  Analysis rate = 25562.372188 events/seconds. 
Processed 510000 events.  Analysis rate = 59523.809524 events/seconds. 
Processed 510500 events.  Analysis rate = 39688.839498 events/seconds. 
Processed 511000 events.  Analysis rate = 26506.918306 events/seconds. 
Processed 511500 events.  Analysis rate = 99443.118536 events/seconds. 
Processed 512000 events.  Analysis rate = 28615.578321 events/seconds. 
Processed 512500 events.  Analysis rate = 33566.058002 events/seconds. 
Processed 513000 events.  Analysis rate = 92729.970326 events/seconds. 
Processed 513500 events.  Analysis rate = 24946.365315 events/seconds. 
Processed 514000 events.  Analysis rate = 50382.910117 events/seconds. 
Processed 514500 events.  Analysis rate = 44903.457566 events/seconds. 
Processed 515000 events.  Analysis rate = 24978.768047 events/seconds. 
Processed 515500 events.  Analysis rate = 122159.784999 events/seconds. 
Processed 516000 events.  Analysis rate = 32181.244771 events/seconds. 
Processed 516500 events.  Analysis rate = 29815.146094 events/seconds. 
Processed 517000 events.  Analysis rate = 87550.341446 events/seconds. 
Processed 517500 events.  Analysis rate = 26836.992110 events/seconds. 
Processed 518000 events.  Analysis rate = 42358.522535 events/seconds. 
Processed 518500 events.  Analysis rate = 51583.617043 events/seconds. 
Processed 519000 events.  Analysis rate = 25468.622657 events/seconds. 
Processed 519500 events.  Analysis rate = 84616.686411 events/seconds. 
Processed 520000 events.  Analysis rate = 32179.173639 events/seconds. 
Processed 520500 events.  Analysis rate = 30033.637674 events/seconds. 
Processed 521000 events.  Analysis rate = 168293.503871 events/seconds. 
Processed 521500 events.  Analysis rate = 23293.733986 events/seconds. 
Processed 522000 events.  Analysis rate = 46438.190768 events/seconds. 
Processed 522500 events.  Analysis rate = 56895.766955 events/seconds. 
Processed 523000 events.  Analysis rate = 24958.817950 events/seconds. 
Processed 523500 events.  Analysis rate = 67549.310997 events/seconds. 
Processed 524000 events.  Analysis rate = 39569.484014 events/seconds. 
Processed 524500 events.  Analysis rate = 25454.360332 events/seconds. 
Processed 525000 events.  Analysis rate = 168690.958165 events/seconds. 
Processed 525500 events.  Analysis rate = 27092.928746 events/seconds. 
Processed 526000 events.  Analysis rate = 36284.470247 events/seconds. 
Processed 526500 events.  Analysis rate = 69415.521311 events/seconds. 
Processed 527000 events.  Analysis rate = 24854.600587 events/seconds. 
Processed 527500 events.  Analysis rate = 63251.106894 events/seconds. 
Processed 528000 events.  Analysis rate = 38284.839204 events/seconds. 
Processed 528500 events.  Analysis rate = 26227.444398 events/seconds. 
Processed 529000 events.  Analysis rate = 125565.042692 events/seconds. 
Processed 529500 events.  Analysis rate = 27733.096678 events/seconds. 
Processed 530000 events.  Analysis rate = 35184.012385 events/seconds. 
Processed 530500 events.  Analysis rate = 86028.905712 events/seconds. 
Processed 531000 events.  Analysis rate = 24393.813729 events/seconds. 
Processed 531500 events.  Analysis rate = 55984.772142 events/seconds. 
Processed 532000 events.  Analysis rate = 42999.656003 events/seconds. 
Processed 532500 events.  Analysis rate = 26212.319790 events/seconds. 
Processed 533000 events.  Analysis rate = 112790.435371 events/seconds. 
Processed 533500 events.  Analysis rate = 30249.863876 events/seconds. 
Processed 534000 events.  Analysis rate = 31834.967528 events/seconds. 
Processed 534500 events.  Analysis rate = 93861.460484 events/seconds. 
Processed 535000 events.  Analysis rate = 24928.952485 events/seconds. 
Processed 535500 events.  Analysis rate = 50963.204566 events/seconds. 
Processed 536000 events.  Analysis rate = 49029.221416 events/seconds. 
Processed 536500 events.  Analysis rate = 24938.899696 events/seconds. 
Processed 537000 events.  Analysis rate = 82754.054949 events/seconds. 
Processed 537500 events.  Analysis rate = 33346.672002 events/seconds. 
Processed 538000 events.  Analysis rate = 29052.876235 events/seconds. 
Processed 538500 events.  Analysis rate = 132908.027645 events/seconds. 
Processed 539000 events.  Analysis rate = 26202.704119 events/seconds. 
Processed 539500 events.  Analysis rate = 40822.991509 events/seconds. 
Processed 540000 events.  Analysis rate = 51429.746966 events/seconds. 
Processed 540500 events.  Analysis rate = 26232.948583 events/seconds. 
Processed 541000 events.  Analysis rate = 78210.542781 events/seconds. 
Processed 541500 events.  Analysis rate = 34314.734747 events/seconds. 
Processed 542000 events.  Analysis rate = 28363.966417 events/seconds. 
Processed 542500 events.  Analysis rate = 125125.125125 events/seconds. 
Processed 543000 events.  Analysis rate = 25705.619248 events/seconds. 
Processed 543500 events.  Analysis rate = 39114.448877 events/seconds. 
Processed 544000 events.  Analysis rate = 74030.204323 events/seconds. 
Processed 544500 events.  Analysis rate = 23267.718368 events/seconds. 
Processed 545000 events.  Analysis rate = 72811.999418 events/seconds. 
Processed 545500 events.  Analysis rate = 39432.176656 events/seconds. 
Processed 546000 events.  Analysis rate = 25610.818010 events/seconds. 
Processed 546500 events.  Analysis rate = 169262.017603 events/seconds. 
Processed 547000 events.  Analysis rate = 28493.275587 events/seconds. 
Processed 547500 events.  Analysis rate = 34002.040122 events/seconds. 
Processed 548000 events.  Analysis rate = 64168.377823 events/seconds. 
Processed 548500 events.  Analysis rate = 26848.520647 events/seconds. 
Processed 549000 events.  Analysis rate = 50963.204566 events/seconds. 
Processed 549500 events.  Analysis rate = 44770.773639 events/seconds. 
Processed 550000 events.  Analysis rate = 24900.398406 events/seconds. 
Processed 550500 events.  Analysis rate = 129232.359783 events/seconds. 
Processed 551000 events.  Analysis rate = 29229.510113 events/seconds. 
Processed 551500 events.  Analysis rate = 33070.970302 events/seconds. 
Processed 552000 events.  Analysis rate = 101978.380583 events/seconds. 
Processed 552500 events.  Analysis rate = 23754.097582 events/seconds. 
Processed 553000 events.  Analysis rate = 54159.445407 events/seconds. 
Processed 553500 events.  Analysis rate = 46304.871272 events/seconds. 
Processed 554000 events.  Analysis rate = 24976.272541 events/seconds. 
Processed 554500 events.  Analysis rate = 92455.621302 events/seconds. 
Processed 555000 events.  Analysis rate = 31936.637711 events/seconds. 
Processed 555500 events.  Analysis rate = 30095.100518 events/seconds. 
Processed 556000 events.  Analysis rate = 113352.981183 events/seconds. 
Processed 556500 events.  Analysis rate = 26179.381119 events/seconds. 
Processed 557000 events.  Analysis rate = 42760.626016 events/seconds. 
Processed 557500 events.  Analysis rate = 48515.427906 events/seconds. 
Processed 558000 events.  Analysis rate = 26098.757699 events/seconds. 
Processed 558500 events.  Analysis rate = 85513.938772 events/seconds. 
Processed 559000 events.  Analysis rate = 32877.432930 events/seconds. 
Processed 559500 events.  Analysis rate = 29214.139644 events/seconds. 
Processed 560000 events.  Analysis rate = 166555.629580 events/seconds. 
Processed 560500 events.  Analysis rate = 23609.405987 events/seconds. 
Processed 561000 events.  Analysis rate = 40776.382319 events/seconds. 
Processed 561500 events.  Analysis rate = 62916.823959 events/seconds. 
Processed 562000 events.  Analysis rate = 24847.189783 events/seconds. 
Processed 562500 events.  Analysis rate = 68110.611633 events/seconds. 
Processed 563000 events.  Analysis rate = 36266.047726 events/seconds. 
Processed 563500 events.  Analysis rate = 26904.864399 events/seconds. 
Processed 564000 events.  Analysis rate = 166444.740346 events/seconds. 
Processed 564500 events.  Analysis rate = 26693.716299 events/seconds. 
Processed 565000 events.  Analysis rate = 36429.872495 events/seconds. 
Processed 565500 events.  Analysis rate = 59333.096001 events/seconds. 
Processed 566000 events.  Analysis rate = 26047.093144 events/seconds. 
Processed 566500 events.  Analysis rate = 64045.087742 events/seconds. 
Processed 567000 events.  Analysis rate = 37801.466697 events/seconds. 
Processed 567500 events.  Analysis rate = 24973.777534 events/seconds. 
Processed 568000 events.  Analysis rate = 168804.861580 events/seconds. 
Processed 568500 events.  Analysis rate = 27653.337758 events/seconds. 
Processed 569000 events.  Analysis rate = 35328.198968 events/seconds. 
Processed 569500 events.  Analysis rate = 83836.351442 events/seconds. 
Processed 570000 events.  Analysis rate = 23680.969973 events/seconds. 
Processed 570500 events.  Analysis rate = 60518.034374 events/seconds. 
Processed 571000 events.  Analysis rate = 42258.282623 events/seconds. 
Processed 571500 events.  Analysis rate = 24926.466923 events/seconds. 
Processed 572000 events.  Analysis rate = 151745.068285 events/seconds. 
Processed 572500 events.  Analysis rate = 29838.276541 events/seconds. 
Processed 573000 events.  Analysis rate = 32347.803584 events/seconds. 
Processed 573500 events.  Analysis rate = 76828.518746 events/seconds. 
Processed 574000 events.  Analysis rate = 26169.789595 events/seconds. 
Processed 574500 events.  Analysis rate = 46965.996618 events/seconds. 
Processed 575000 events.  Analysis rate = 48174.197900 events/seconds. 
Processed 575500 events.  Analysis rate = 24863.252113 events/seconds. 
Processed 576000 events.  Analysis rate = 105797.714769 events/seconds. 
Processed 576500 events.  Analysis rate = 30731.407498 events/seconds. 
Processed 577000 events.  Analysis rate = 31332.247149 events/seconds. 
Processed 577500 events.  Analysis rate = 122819.945959 events/seconds. 
Processed 578000 events.  Analysis rate = 23739.435951 events/seconds. 
Processed 578500 events.  Analysis rate = 49490.250421 events/seconds. 
Processed 579000 events.  Analysis rate = 50448.996065 events/seconds. 
Processed 579500 events.  Analysis rate = 24970.035957 events/seconds. 
Processed 580000 events.  Analysis rate = 79214.195184 events/seconds. 
Processed 580500 events.  Analysis rate = 33909.799932 events/seconds. 
Processed 581000 events.  Analysis rate = 28673.012960 events/seconds. 
Processed 581500 events.  Analysis rate = 140291.806958 events/seconds. 
Processed 582000 events.  Analysis rate = 26193.095500 events/seconds. 
Processed 582500 events.  Analysis rate = 40054.474085 events/seconds. 
Processed 583000 events.  Analysis rate = 52126.772310 events/seconds. 
Processed 583500 events.  Analysis rate = 26162.942808 events/seconds. 
Processed 584000 events.  Analysis rate = 75483.091787 events/seconds. 
Processed 584500 events.  Analysis rate = 33649.639949 events/seconds. 
Processed 585000 events.  Analysis rate = 28669.724771 events/seconds. 
Processed 585500 events.  Analysis rate = 125912.868295 events/seconds. 
Processed 586000 events.  Analysis rate = 26044.379623 events/seconds. 
Processed 586500 events.  Analysis rate = 38270.187524 events/seconds. 
Processed 587000 events.  Analysis rate = 71500.071500 events/seconds. 
Processed 587500 events.  Analysis rate = 26835.551739 events/seconds. 
Processed 588000 events.  Analysis rate = 52012.899199 events/seconds. 
Processed 588500 events.  Analysis rate = 38922.621828 events/seconds. 
Processed 589000 events.  Analysis rate = 26890.394751 events/seconds. 
Processed 589500 events.  Analysis rate = 132415.254237 events/seconds. 
Processed 590000 events.  Analysis rate = 28207.153334 events/seconds. 
Processed 590500 events.  Analysis rate = 34397.358283 events/seconds. 
Processed 591000 events.  Analysis rate = 76616.610481 events/seconds. 
Processed 591500 events.  Analysis rate = 24972.530217 events/seconds. 
Processed 592000 events.  Analysis rate = 51345.245430 events/seconds. 
Processed 592500 events.  Analysis rate = 50787.201625 events/seconds. 
Processed 593000 events.  Analysis rate = 23206.163557 events/seconds. 
Processed 593500 events.  Analysis rate = 135317.997294 events/seconds. 
Processed 594000 events.  Analysis rate = 31448.518775 events/seconds. 
Processed 594500 events.  Analysis rate = 30539.946250 events/seconds. 
Processed 595000 events.  Analysis rate = 98309.083759 events/seconds. 
Processed 595500 events.  Analysis rate = 26852.846402 events/seconds. 
Processed 596000 events.  Analysis rate = 43365.134432 events/seconds. 
Processed 596500 events.  Analysis rate = 45620.437956 events/seconds. 
Processed 597000 events.  Analysis rate = 26909.208331 events/seconds. 
Processed 597500 events.  Analysis rate = 87397.308163 events/seconds. 
Processed 598000 events.  Analysis rate = 31748.047495 events/seconds. 
Processed 598500 events.  Analysis rate = 28617.216117 events/seconds. 
Processed 599000 events.  Analysis rate = 161917.098446 events/seconds. 
Processed 599500 events.  Analysis rate = 24353.416784 events/seconds. 
Processed 600000 events.  Analysis rate = 43096.017928 events/seconds. 
Processed 600500 events.  Analysis rate = 63083.522584 events/seconds. 
Processed 601000 events.  Analysis rate = 23233.121137 events/seconds. 
Processed 601500 events.  Analysis rate = 86805.555556 events/seconds. 
Processed 602000 events.  Analysis rate = 36229.258749 events/seconds. 
Processed 602500 events.  Analysis rate = 27109.086966 events/seconds. 
Processed 603000 events.  Analysis rate = 164257.555848 events/seconds. 
Processed 603500 events.  Analysis rate = 25445.292621 events/seconds. 
Processed 604000 events.  Analysis rate = 39904.229848 events/seconds. 
Processed 604500 events.  Analysis rate = 58872.012245 events/seconds. 
Processed 605000 events.  Analysis rate = 26180.751911 events/seconds. 
Processed 605500 events.  Analysis rate = 57984.460165 events/seconds. 
Processed 606000 events.  Analysis rate = 37416.747736 events/seconds. 
Processed 606500 events.  Analysis rate = 26457.826225 events/seconds. 
Processed 607000 events.  Analysis rate = 167672.702884 events/seconds. 
Processed 607500 events.  Analysis rate = 27424.308907 events/seconds. 
Processed 608000 events.  Analysis rate = 35681.153215 events/seconds. 
Processed 608500 events.  Analysis rate = 82822.594004 events/seconds. 
Processed 609000 events.  Analysis rate = 23791.397031 events/seconds. 
Processed 609500 events.  Analysis rate = 61387.354205 events/seconds. 
Processed 610000 events.  Analysis rate = 42020.337844 events/seconds. 
Processed 610500 events.  Analysis rate = 24986.257558 events/seconds. 
Processed 611000 events.  Analysis rate = 116117.045982 events/seconds. 
Processed 611500 events.  Analysis rate = 29843.619434 events/seconds. 
Processed 612000 events.  Analysis rate = 32297.655190 events/seconds. 
Processed 612500 events.  Analysis rate = 90876.045075 events/seconds. 
Processed 613000 events.  Analysis rate = 26821.156528 events/seconds. 
Processed 613500 events.  Analysis rate = 44955.943176 events/seconds. 
Processed 614000 events.  Analysis rate = 43898.156277 events/seconds. 
Processed 614500 events.  Analysis rate = 26199.958080 events/seconds. 
Processed 615000 events.  Analysis rate = 105730.598435 events/seconds. 
Processed 615500 events.  Analysis rate = 30723.854000 events/seconds. 
Processed 616000 events.  Analysis rate = 31269.543465 events/seconds. 
Processed 616500 events.  Analysis rate = 98541.584549 events/seconds. 
Processed 617000 events.  Analysis rate = 24951.344877 events/seconds. 
Processed 617500 events.  Analysis rate = 45114.138771 events/seconds. 
Processed 618000 events.  Analysis rate = 58146.296081 events/seconds. 
Processed 618500 events.  Analysis rate = 22891.676586 events/seconds. 
Processed 619000 events.  Analysis rate = 96264.921063 events/seconds. 
Processed 619500 events.  Analysis rate = 34736.695845 events/seconds. 
Processed 620000 events.  Analysis rate = 27976.723366 events/seconds. 
Processed 620500 events.  Analysis rate = 138773.244518 events/seconds. 
Processed 621000 events.  Analysis rate = 26844.196285 events/seconds. 
Processed 621500 events.  Analysis rate = 38479.298138 events/seconds. 
Processed 622000 events.  Analysis rate = 52692.591422 events/seconds. 
Processed 622500 events.  Analysis rate = 26838.432636 events/seconds. 
Processed 623000 events.  Analysis rate = 61523.317337 events/seconds. 
Processed 623500 events.  Analysis rate = 38922.621828 events/seconds. 
Processed 624000 events.  Analysis rate = 25777.182038 events/seconds. 
Processed 624500 events.  Analysis rate = 166944.908180 events/seconds. 
Processed 625000 events.  Analysis rate = 26695.141484 events/seconds. 
Processed 625500 events.  Analysis rate = 37174.721190 events/seconds. 
Processed 626000 events.  Analysis rate = 75517.293460 events/seconds. 
Processed 626500 events.  Analysis rate = 23219.095384 events/seconds. 
Processed 627000 events.  Analysis rate = 69959.423534 events/seconds. 
Processed 627500 events.  Analysis rate = 40209.087254 events/seconds. 
Processed 628000 events.  Analysis rate = 25264.008893 events/seconds. 
Processed 628500 events.  Analysis rate = 171526.586621 events/seconds. 
Processed 629000 events.  Analysis rate = 27256.868731 events/seconds. 
Processed 629500 events.  Analysis rate = 33530.042918 events/seconds. 
Processed 630000 events.  Analysis rate = 82047.915983 events/seconds. 
Processed 630500 events.  Analysis rate = 26172.529313 events/seconds. 
Processed 631000 events.  Analysis rate = 49805.757546 events/seconds. 
Processed 631500 events.  Analysis rate = 52471.403085 events/seconds. 
Processed 632000 events.  Analysis rate = 23183.567487 events/seconds. 
Processed 632500 events.  Analysis rate = 119760.479042 events/seconds. 
Processed 633000 events.  Analysis rate = 31509.957146 events/seconds. 
Processed 633500 events.  Analysis rate = 30389.594603 events/seconds. 
Processed 634000 events.  Analysis rate = 110011.001100 events/seconds. 
Processed 634500 events.  Analysis rate = 24833.614781 events/seconds. 
Processed 635000 events.  Analysis rate = 47308.165389 events/seconds. 
Processed 635500 events.  Analysis rate = 47828.582361 events/seconds. 
Processed 636000 events.  Analysis rate = 26829.791801 events/seconds. 
Processed 636500 events.  Analysis rate = 70353.172928 events/seconds. 
Processed 637000 events.  Analysis rate = 32456.994482 events/seconds. 
Processed 637500 events.  Analysis rate = 29657.749570 events/seconds. 
Processed 638000 events.  Analysis rate = 167056.465085 events/seconds. 
Processed 638500 events.  Analysis rate = 24561.575871 events/seconds. 
Processed 639000 events.  Analysis rate = 41370.180374 events/seconds. 
Processed 639500 events.  Analysis rate = 55407.801418 events/seconds. 
Processed 640000 events.  Analysis rate = 24948.854848 events/seconds. 
Processed 640500 events.  Analysis rate = 81353.726001 events/seconds. 
Processed 641000 events.  Analysis rate = 37241.173842 events/seconds. 
Processed 641500 events.  Analysis rate = 26604.235394 events/seconds. 
Processed 642000 events.  Analysis rate = 125125.125125 events/seconds. 
Processed 642500 events.  Analysis rate = 27294.066270 events/seconds. 
Processed 643000 events.  Analysis rate = 35511.363636 events/seconds. 
Processed 643500 events.  Analysis rate = 66163.821622 events/seconds. 
Processed 644000 events.  Analysis rate = 26825.473470 events/seconds. 
Processed 644500 events.  Analysis rate = 55035.773253 events/seconds. 
Processed 645000 events.  Analysis rate = 37380.382775 events/seconds. 
Processed 645500 events.  Analysis rate = 26886.056891 events/seconds. 
Processed 646000 events.  Analysis rate = 154607.297464 events/seconds. 
Processed 646500 events.  Analysis rate = 27430.326969 events/seconds. 
Processed 647000 events.  Analysis rate = 35958.288385 events/seconds. 
Processed 647500 events.  Analysis rate = 74349.442379 events/seconds. 
Processed 648000 events.  Analysis rate = 24224.806202 events/seconds. 
